FECH,ADUA,PAIS,COD_PAI4,COD_SAL1,COD_SAL,DPTO2,VIA,BANDERA,REGIM,MODAD,FINALID,CER_ORI1,SISESP,DPTO1,UNID,CODUNI2,CANTI,PBK,PNK,FOBDOL,FOBPES
2311,39,850,VEN,39,MAI,44,0,850,1,199,1,8,2,76,33,KG,3720,0,3759,33,3720
2311,39,850,VEN,39,MAI,44,0,850,1,199,1,8,2,25,33,KG,16,0,16,15,16
2311,39,850,VEN,39,MAI,44,0,850,1,199,1,8,2,76,33,KG,648,0,654,95,648
2311,39,850,VEN,39,MAI,44,0,850,1,199,1,8,2,5,33,KG,28576,0,28860,81,28576
2311,39,850,VEN,39,MAI,44,0,850,1,199,1,8,2,76,33,KG,5369,0,5419,11,5369
2311,39,850,VEN,39,MAI,44,0,850,1,199,1,8,2,13,33,KG,35000,0,35150,0,35000
2311,39,850,VEN,39,MAI,44,0,850,1,199,1,8,2,25,33,KG,21600,0,21687,91,21600
2311,39,850,VEN,39,MAI,44,0,850,1,199,1,8,2,25,33,KG,18525,0,18601,25,18525
2311,39,850,VEN,39,MAI,44,0,850,1,199,1,8,2,76,11,U,11016,0,83,48,83
2311,39,850,VEN,39,MAI,44,0,850,1,199,1,8,2,5,33,KG,660,0,666,57,660
2311,39,850,VEN,39,MAI,44,0,850,1,199,1,8,2,44,33,KG,102101,0,102101,0,102101
2311,39,850,VEN,39,MAI,44,0,850,1,199,1,8,2,5,33,KG,456,35,461,24,456
2311,39,850,VEN,39,MAI,47,0,850,1,198,1,8,2,47,33,KG,102000,0,102360,0,102000
2311,39,850,VEN,39,MAI,47,0,850,1,198,1,8,2,47,33,KG,22500,0,23190,0,22500
2311,39,850,VEN,39,MAI,47,0,850,1,198,1,8,2,47,33,KG,2625,0,2695,0,2625
2311,39,850,VEN,39,MAI,47,0,850,1,198,1,8,2,47,33,KG,228375,0,234465,0,228375
2311,39,850,VEN,39,MAI,47,0,850,1,198,1,8,2,47,82,M2,1152,0,62000,0,62000
2311,39,850,VEN,39,MAI,47,0,850,1,199,1,8,2,47,33,KG,34000,0,34120,0,34000
2311,39,850,VEN,39,MAI,47,0,850,1,199,1,8,2,47,33,KG,4400,0,4691,89,4400
2311,39,850,VEN,39,MAI,47,0,850,1,199,1,8,2,47,33,KG,1925,0,2052,70,1925
2311,39,850,VEN,39,MAI,47,0,850,1,199,1,8,2,47,33,KG,500,0,533,16,500
2311,39,850,VEN,39,MAI,47,0,850,1,199,1,8,2,47,33,KG,1000,0,1066,33,1000
2311,39,850,VEN,39,MAI,47,0,850,1,199,1,8,2,47,33,KG,3250,0,3465,59,3250
2311,39,850,VEN,39,MAI,47,0,850,1,199,1,8,2,47,33,KG,7400,0,7890,90,7400
2311,39,850,VEN,39,MAI,47,0,850,1,199,1,8,2,47,33,KG,416,0,443,59,416
2311,39,850,VEN,39,MAI,47,0,850,1,199,1,8,2,47,33,KG,1050,0,1119,65,1050
2311,39,850,VEN,39,MAI,47,9,169,1,198,1,8,2,47,33,KG,60000,0,62400,0,60000
2311,39,850,VEN,39,MAI,47,9,169,1,198,1,8,2,47,33,KG,30000,0,30800,0,30000
2311,39,850,VEN,39,MAI,47,9,169,1,198,1,8,2,47,82,M2,1500,0,60000,0,60000
2311,39,850,VEN,39,MAI,47,9,169,1,199,1,8,2,47,33,KG,30000,0,30800,0,30000
2311,39,850,VEN,39,MAI,54,0,850,1,198,1,8,2,54,33,KG,3000,0,3027,98,3000
2311,39,850,VEN,39,MAI,54,0,850,1,198,1,8,2,44,33,KG,88,80,89,10,88
2311,39,850,VEN,39,MAI,54,0,850,1,198,1,8,2,54,33,KG,430,65,471,52,430
2311,39,850,VEN,39,MAI,54,0,850,1,198,1,8,2,44,33,KG,54,0,54,18,54
2311,39,850,VEN,39,MAI,54,0,850,1,198,1,8,2,54,33,KG,21363,58,21479,65,21363
2311,39,850,VEN,39,MAI,54,0,850,1,198,1,8,2,54,33,KG,7133,18,7810,37,7133
2311,39,850,VEN,39,MAI,54,0,850,1,198,1,8,2,44,33,KG,731,96,735,55,731
2311,39,850,VEN,39,MAI,54,0,850,1,198,1,8,2,54,33,KG,72,0,72,67,72
2311,39,850,VEN,39,MAI,54,0,850,1,198,1,8,2,44,33,KG,20059,50,20130,82,20059
2311,39,850,VEN,39,MAI,54,0,850,1,198,1,8,2,54,33,KG,576,0,630,68,576
2311,39,850,VEN,39,MAI,54,0,850,1,198,1,8,2,54,33,KG,423,12,426,24,423
2311,39,850,VEN,39,MAI,54,0,850,1,198,1,8,2,54,33,KG,361,35,364,72,361
2311,39,850,VEN,39,MAI,54,0,850,1,198,1,8,2,44,33,KG,48,38,48,66,48
2311,39,850,VEN,39,MAI,54,0,850,1,198,1,8,2,54,33,KG,726,26,733,3,726
2311,39,850,VEN,39,MAI,54,0,850,1,198,1,8,2,54,33,KG,6479,20,7094,31,6479
2311,39,850,VEN,39,MAI,54,0,850,1,198,1,8,2,54,61,L,710,80,715,98,710
2311,39,850,VEN,39,MAI,54,0,850,1,198,1,8,2,44,33,KG,35000,0,35280,0,35000
2311,39,850,VEN,39,MAI,54,0,850,1,198,1,8,2,54,33,KG,35000,0,35280,0,35000
2311,39,850,VEN,39,MAI,54,0,850,1,198,1,8,2,54,33,KG,65205,0,66459,29,65205
2311,39,850,VEN,39,MAI,54,0,850,1,198,1,8,2,54,33,KG,21389,10,21602,98,21389
2311,39,850,VEN,39,MAI,54,0,850,1,198,1,8,2,54,33,KG,8788,41,8876,29,8788
2311,39,850,VEN,39,MAI,54,0,850,1,198,1,8,2,54,33,KG,180,0,181,79,180
2311,39,850,VEN,39,MAI,54,0,850,1,198,1,8,2,54,33,KG,1116,64,1127,5,1116
2311,39,850,VEN,39,MAI,54,0,850,1,198,1,8,2,44,33,KG,135,0,135,79,135
2311,39,850,VEN,39,MAI,54,0,850,1,198,1,8,2,54,33,KG,4759,20,4924,77,4759
2311,39,850,VEN,39,MAI,54,0,850,1,198,1,8,2,54,33,KG,9467,41,9538,67,9467
2311,39,850,VEN,39,MAI,54,0,850,1,198,1,8,2,54,33,KG,7316,75,7572,18,7316
2311,39,850,VEN,39,MAI,54,0,850,1,198,1,8,2,54,33,KG,9670,75,9882,76,9670
2311,39,850,VEN,39,MAI,54,0,850,1,198,1,8,2,44,33,KG,627,64,631,34,627
2311,39,850,VEN,39,MAI,54,0,850,1,198,1,8,2,54,33,KG,1650,0,1721,5,1650
2311,39,850,VEN,39,MAI,54,0,850,1,198,1,8,2,54,33,KG,32700,68,33601,40,32700
2311,39,850,VEN,39,MAI,54,0,850,1,198,1,8,2,54,33,KG,22042,50,22595,80,22042
2311,39,850,VEN,39,MAI,54,0,850,1,198,1,8,2,54,33,KG,134,40,136,73,134
2311,39,850,VEN,39,MAI,54,0,850,1,198,1,8,2,44,33,KG,183,80,184,88,183
2311,39,850,VEN,39,MAI,54,0,850,1,198,1,8,2,44,33,KG,11350,0,11389,36,11350
2311,39,850,VEN,39,MAI,54,0,850,1,198,1,8,2,54,33,KG,39018,19,39290,31,39018
2311,39,850,VEN,39,MAI,54,0,850,1,198,1,8,2,54,33,KG,6825,0,7082,84,6825
2311,39,850,VEN,39,MAI,54,0,850,1,198,1,8,2,44,33,KG,431,80,434,34,431
2311,39,850,VEN,39,MAI,54,0,850,1,198,1,8,2,54,33,KG,3106,0,3159,96,3106
2311,39,850,VEN,39,MAI,54,0,850,1,198,1,8,2,54,33,KG,5,0,5,4,5
2311,39,850,VEN,39,MAI,54,0,850,1,198,1,8,2,54,11,U,300960,0,6529,80,6503
2311,39,850,VEN,39,MAI,54,0,850,1,198,1,8,2,54,11,U,3797,0,201607,0,201607
2311,39,850,VEN,39,MAI,54,0,850,1,198,1,8,2,54,11,U,47702,0,24086,7,24001
2311,39,850,VEN,39,MAI,54,0,850,1,198,1,8,2,54,33,KG,31649,99,32900,0,31649
2311,39,850,VEN,39,MAI,54,0,850,1,198,1,8,2,54,11,U,29019,0,19823,47,19732
2311,39,850,VEN,39,MAI,54,0,850,1,198,1,8,2,54,33,KG,4075,92,4213,18,4075
2311,39,850,VEN,39,MAI,54,0,850,1,198,1,8,2,54,33,KG,637,11,657,76,637
2311,39,850,VEN,39,MAI,54,0,850,1,198,1,8,2,54,19,2U,3089,0,3872,79,3580
2311,39,850,VEN,39,MAI,54,0,850,1,198,1,8,2,54,19,2U,435,0,545,37,504
2311,39,850,VEN,39,MAI,54,0,850,1,198,1,8,2,44,33,KG,312,0,313,83,312
2311,39,850,VEN,39,MAI,54,0,850,1,198,1,8,2,54,33,KG,696,11,709,44,696
2311,39,850,VEN,39,MAI,54,0,850,1,199,1,8,2,54,33,KG,1140,4,1180,46,1140
2311,39,850,VEN,39,MAI,54,0,850,1,199,1,8,2,54,33,KG,2559,34,2650,13,2559
2311,39,850,VEN,39,MAI,54,0,850,1,199,1,8,2,54,33,KG,25,76,36,66,25
2311,39,850,VEN,39,MAI,54,0,850,1,199,1,8,2,54,33,KG,304,4,432,73,304
2311,39,850,VEN,39,MAI,54,0,850,1,199,1,8,2,54,33,KG,20,94,29,80,20
2311,39,850,VEN,39,MAI,54,0,850,1,199,1,8,2,54,33,KG,2531,67,3603,28,2531
2311,39,850,VEN,39,MAI,54,0,850,1,199,1,8,2,54,33,KG,69000,0,69200,0,69000
2311,39,850,VEN,39,MAI,54,0,850,1,199,1,8,2,54,33,KG,6817,25,7059,9,6817
2311,39,850,VEN,39,MAI,54,0,850,1,199,1,8,2,54,33,KG,534,0,535,60,534
2311,39,850,VEN,39,MAI,54,0,850,1,199,1,8,2,54,33,KG,710,0,735,18,710
2311,39,850,VEN,39,MAI,54,0,850,1,199,1,8,2,54,33,KG,7934,90,7958,74,7934
2311,39,850,VEN,39,MAI,54,0,850,1,199,1,8,2,54,33,KG,11933,60,11969,46,11933
2311,39,850,VEN,39,MAI,54,0,850,1,199,1,8,2,54,33,KG,14731,30,14836,96,14731
2311,39,850,VEN,39,MAI,54,0,850,1,199,1,8,2,54,33,KG,550,0,569,51,550
2311,39,850,VEN,39,MAI,54,0,850,1,199,1,8,2,54,11,U,31,0,31,59,31
2311,39,850,VEN,39,MAI,63,0,850,1,198,1,8,2,63,33,KG,9888,0,10920,42,9888
2311,39,850,VEN,39,MAI,63,0,850,1,198,1,8,2,63,33,KG,25704,0,28185,0,25704
2311,39,850,VEN,39,MAI,63,0,850,1,198,1,8,2,63,33,KG,32064,0,35023,72,32064
2311,39,850,VEN,39,MAI,63,0,850,1,198,1,8,2,63,33,KG,54828,0,60762,76,54828
2311,39,850,VEN,39,MAI,63,0,850,1,198,1,8,2,63,33,KG,7404,0,8107,6,7404
2311,39,850,VEN,39,MAI,63,9,169,1,198,1,8,2,63,33,KG,24592,0,27209,0,24592
2311,39,850,VEN,39,MAI,66,0,850,1,198,1,8,2,66,33,KG,10654,20,14861,29,10654
2311,39,850,VEN,39,MAI,66,0,850,1,198,1,8,2,66,33,KG,28720,72,35104,67,28720
2311,39,850,VEN,39,MAI,66,0,850,1,198,1,8,2,66,33,KG,5563,0,6954,0,5563
2311,39,850,VEN,39,MAI,66,0,850,1,199,1,8,2,66,33,KG,5220,0,6711,88,5220
2311,39,850,VEN,39,MAI,66,0,850,1,199,1,8,2,66,33,KG,58984,91,72780,3,58984
2311,39,850,VEN,39,MAI,68,0,850,1,198,1,8,2,68,11,U,392400,0,26906,85,25506
2311,39,850,VEN,39,MAI,68,0,850,1,198,1,8,2,47,33,KG,34000,0,34120,0,34000
2311,39,850,VEN,39,MAI,68,0,850,1,198,1,8,2,68,33,KG,34000,0,34119,99,34000
2311,39,850,VEN,39,MAI,68,0,850,1,198,1,8,2,68,33,KG,491580,0,491580,0,491580
2311,39,850,VEN,39,MAI,68,0,850,1,198,1,8,2,68,33,KG,335760,0,335760,0,335760
2311,39,850,VEN,39,MAI,68,0,850,1,198,1,8,2,68,33,KG,198000,0,198000,0,198000
2311,39,850,VEN,39,MAI,68,0,850,1,198,1,8,2,68,33,KG,30158,0,30158,0,30158
2311,39,850,VEN,39,MAI,68,0,850,1,198,1,8,2,68,67,M3,39,11,25835,0,25835
2311,39,850,VEN,39,MAI,68,0,850,1,198,1,8,2,68,67,M3,33,55,29960,0,29960
2311,39,850,VEN,39,MAI,68,0,850,1,198,1,8,2,68,33,KG,155670,0,155670,0,155670
2311,39,850,VEN,39,MAI,68,0,850,1,198,1,8,2,68,33,KG,26600,0,29470,0,26600
2311,39,850,VEN,39,MAI,68,0,850,1,198,1,8,2,68,33,KG,23,50,24,71,23
2311,39,850,VEN,39,MAI,68,0,850,1,198,1,8,2,68,33,KG,11018,33,11589,8,11018
2311,39,850,VEN,39,MAI,68,0,850,1,198,1,8,2,68,33,KG,631,60,664,31,631
2311,39,850,VEN,39,MAI,68,0,850,1,198,1,8,2,68,33,KG,25,0,26,29,25
2311,39,850,VEN,39,MAI,68,0,850,1,198,1,8,2,68,33,KG,5,60,5,89,5
2311,39,850,VEN,39,MAI,68,0,850,1,198,1,8,2,68,33,KG,6,25,6,57,6
2311,39,850,VEN,39,MAI,68,0,850,1,198,1,8,2,68,33,KG,3,0,3,15,3
2311,39,850,VEN,39,MAI,68,0,850,1,199,1,8,2,68,11,U,100800,0,6911,85,6552
2311,39,850,VEN,39,MAI,68,0,850,1,199,1,8,2,68,33,KG,33970,0,33970,0,33970
2311,39,850,VEN,39,MAI,68,0,850,1,199,1,8,2,68,33,KG,110000,0,110000,0,110000
2311,39,850,VEN,39,MAI,68,0,850,1,199,1,8,2,68,33,KG,29960,0,29960,0,29960
2311,39,850,VEN,39,MAI,68,9,169,1,198,1,8,2,68,67,M3,86,66,57242,50,57242
2311,39,850,VEN,39,MAI,68,9,169,1,198,1,8,2,68,67,M3,34,44,29711,50,29711
2311,39,850,VEN,39,MAI,68,9,169,1,198,1,8,2,68,33,KG,31990,0,31990,0,31990
2311,39,850,VEN,39,MAI,68,9,169,1,198,1,8,2,19,33,KG,15,0,15,80,15
2311,39,850,VEN,39,MAI,68,9,169,1,198,1,8,2,68,33,KG,15,0,15,77,15
2311,39,850,VEN,39,MAI,68,9,169,1,198,1,8,2,19,33,KG,8898,91,9375,27,8898
2311,39,850,VEN,39,MAI,68,9,169,1,198,1,8,2,68,33,KG,7103,73,7472,0,7103
2311,39,850,VEN,39,MAI,68,9,169,1,198,1,8,2,19,33,KG,687,96,724,78,687
2311,39,850,VEN,39,MAI,68,9,169,1,198,1,8,2,68,33,KG,399,74,420,46,399
2311,39,850,VEN,39,MAI,68,9,169,1,198,1,8,2,19,33,KG,37,50,39,50,37
2311,39,850,VEN,39,MAI,68,9,169,1,198,1,8,2,68,33,KG,24,50,25,77,24
2311,39,850,VEN,39,MAI,68,9,169,1,198,1,8,2,19,33,KG,2,0,2,10,2
2311,39,850,VEN,39,MAI,68,9,169,1,198,1,8,2,68,33,KG,3,50,3,68,3
2311,39,850,VEN,39,MAI,68,9,169,1,198,1,8,2,19,33,KG,2,0,2,10,2
2311,39,850,VEN,39,MAI,68,9,169,1,198,1,8,2,68,33,KG,3,0,3,15,3
2311,39,850,VEN,39,MAI,68,9,169,1,198,1,8,2,19,33,KG,8,0,8,42,8
2311,39,850,VEN,39,MAI,68,9,169,1,198,1,8,2,68,33,KG,6,0,6,31,6
2311,39,850,VEN,39,MAI,68,9,169,1,199,1,8,2,68,33,KG,28800,0,30600,0,28800
2311,39,850,VEN,39,MAI,68,9,169,1,199,1,8,2,68,33,KG,119460,0,119460,0,119460
2311,39,850,VEN,39,MAI,76,0,850,1,198,1,8,1,76,33,KG,19800,22,21976,60,19800
2311,39,850,VEN,39,MAI,76,0,850,1,198,1,8,1,76,11,U,4,0,96219,99,95620
2311,39,850,VEN,39,MAI,76,0,850,1,198,1,8,2,76,11,U,788400,0,43800,0,39420
2311,39,850,VEN,39,MAI,76,0,850,1,198,1,8,2,76,33,KG,301320,0,301320,0,301320
2311,39,850,VEN,39,MAI,76,0,850,1,198,1,8,2,76,33,KG,256000,0,256460,0,256000
2311,39,850,VEN,39,MAI,76,0,850,1,198,1,8,2,76,61,L,72144,0,58090,0,58090
2311,39,850,VEN,39,MAI,76,0,850,1,198,1,8,2,11,33,KG,40250,0,40488,8,40250
2311,39,850,VEN,39,MAI,76,0,850,1,198,1,8,2,76,33,KG,19750,0,19861,91,19750
2311,39,850,VEN,39,MAI,76,0,850,1,198,1,8,2,76,33,KG,600,0,629,0,600
2311,39,850,VEN,39,MAI,76,0,850,1,198,1,8,2,76,33,KG,1300,0,1365,88,1300
2311,39,850,VEN,39,MAI,76,0,850,1,198,1,8,2,76,33,KG,1620,0,1795,50,1620
2311,39,850,VEN,39,MAI,76,0,850,1,198,1,8,2,76,33,KG,300,0,332,50,300
2311,39,850,VEN,39,MAI,76,0,850,1,198,1,8,2,76,33,KG,6000,0,6304,10,6000
2311,39,850,VEN,39,MAI,76,0,850,1,198,1,8,2,76,11,U,1,0,23700,0,23550
2311,39,850,VEN,39,MAI,76,0,850,1,198,1,8,2,76,11,U,17185,0,264598,0,258820
2311,39,850,VEN,39,MAI,76,0,850,1,199,1,8,2,76,33,KG,8985,0,9265,77,8985
2311,39,850,VEN,39,MAI,76,0,850,1,199,1,8,2,76,33,KG,990,0,1020,17,990
2311,39,850,VEN,39,MAI,76,0,850,1,199,1,8,2,76,33,KG,115,20,132,9,115
2311,39,850,VEN,39,MAI,76,0,850,1,199,1,8,2,76,33,KG,2794,20,3204,0,2794
2311,39,850,VEN,39,MAI,76,0,850,1,199,1,8,2,76,33,KG,52000,0,53661,18,52000
2311,39,850,VEN,39,MAI,76,0,850,1,199,1,8,2,76,33,KG,6000,0,6190,68,6000
2311,39,850,VEN,39,MAI,76,0,850,1,199,1,8,2,76,61,L,107908,0,86300,0,86300
2311,39,850,VEN,39,MAI,76,0,850,1,199,1,8,2,76,33,KG,3996,0,4120,55,3996
2311,39,850,VEN,39,MAI,76,0,850,1,199,1,8,2,76,11,U,9249,0,178280,0,174428
2311,39,850,VEN,39,MAI,76,0,850,1,2,2,8,2,76,33,KG,6,0,6,30,6
2311,39,850,VEN,39,MAI,76,0,850,1,199,2,8,2,76,11,U,24,0,24,1,24
2311,39,850,VEN,39,MAI,76,9,169,1,198,1,8,1,76,33,KG,4615,48,5151,47,4615
2311,39,850,VEN,39,MAI,76,9,169,1,198,1,8,1,76,33,KG,235544,79,264146,67,235544
2311,39,850,VEN,39,MAI,76,9,169,1,198,1,8,1,76,33,KG,12135,96,13624,5,12135
2311,39,850,VEN,39,MAI,76,9,169,1,198,1,8,1,76,33,KG,17236,80,19480,80,17236
2311,39,850,VEN,39,MAI,76,9,169,1,198,1,8,2,76,33,KG,15046,67,19186,49,15046
2311,39,850,VEN,39,MAI,76,9,169,1,198,1,8,2,76,33,KG,45342,72,47232,0,45342
2311,39,850,VEN,39,MAI,76,9,169,1,198,1,8,2,76,33,KG,18513,60,20815,35,18513
2311,39,850,VEN,39,MAI,76,9,169,1,198,1,8,2,76,33,KG,150000,0,150310,0,150000
2311,39,850,VEN,39,MAI,76,9,169,1,198,1,8,2,76,11,U,120,0,86,10,81
2311,39,850,VEN,39,MAI,76,9,169,1,198,1,8,2,76,11,U,120,0,75,97,72
2311,39,850,VEN,39,MAI,76,9,169,1,198,1,8,2,76,11,U,2706,0,7427,4,6995
2311,39,850,VEN,39,MAI,76,9,169,1,198,1,8,2,76,11,U,1720,0,2752,17,2586
2311,39,850,VEN,39,MAI,76,9,169,1,199,1,8,1,76,33,KG,33869,16,37944,60,33869
2311,39,850,VEN,39,MAI,76,9,169,1,199,1,8,1,76,33,KG,4309,20,4855,56,4309
2311,39,850,VEN,39,MAI,76,9,169,1,199,1,8,2,76,33,KG,245,70,271,44,245
2311,39,850,VEN,39,MAI,76,9,169,1,199,1,8,2,76,33,KG,9870,34,12984,19,9870
2311,39,850,VEN,39,MAI,76,9,169,1,199,1,8,2,76,33,KG,2553,60,2821,20,2553
2311,39,850,VEN,39,MAI,76,9,169,1,199,1,8,2,76,11,U,1692,0,1495,0,1388
2311,39,850,VEN,39,MAI,76,9,169,1,199,1,8,2,76,11,U,1222,0,2792,49,2593
2311,39,850,VEN,39,MAI,76,9,169,1,199,1,8,2,76,11,U,244,0,971,65,902
2311,39,850,VEN,39,MAI,76,9,169,1,107,2,8,2,76,33,KG,18,0,20,0,18
2311,39,850,VEN,39,MAI,76,9,169,1,107,2,8,2,76,11,U,2748,0,1382,40,1200
2311,40,249,USA,40,TCO,5,9,169,1,198,1,8,2,5,67,M3,77077,93,71260724,1,71260724
2311,40,249,USA,40,TCO,52,0,580,1,198,1,8,2,52,33,KG,5844708,0,5844708,0,5844708
2311,40,249,USA,40,TCO,86,9,169,1,198,1,8,2,86,67,M3,14288,34,13209972,72,13209972
2311,40,580,PAN,40,TCO,0,9,169,1,198,1,8,2,0,67,M3,12720,0,11760000,0,11760000
2311,41,23,DEU,6,CTG,5,1,431,1,198,1,8,1,5,33,KG,272203,80,292982,38,272203
2311,41,23,DEU,6,CTG,5,3,23,1,198,1,8,1,5,33,KG,936338,40,1012525,68,936338
2311,41,23,DEU,6,CTG,5,5,275,1,198,1,8,1,5,33,KG,169531,20,180862,56,169531
2311,41,23,DEU,6,CTG,5,7,467,1,198,1,8,1,5,33,KG,794579,0,856109,50,794579
2311,41,23,DEU,19,SMR,5,4,434,1,198,1,8,1,5,33,KG,1058940,0,1170880,0,1058940
2311,41,23,DEU,41,TRB,5,1,741,1,198,1,8,1,5,33,KG,3704619,50,4035243,5,3704619
2311,41,23,DEU,41,TRB,5,2,472,1,198,1,8,1,5,33,KG,780196,60,836081,64,780196
2311,41,23,DEU,41,TRB,5,4,434,1,198,1,8,1,5,33,KG,2569139,0,2822925,0,2569139
2311,41,23,DEU,41,TRB,5,7,607,1,198,1,8,1,5,33,KG,940759,0,1003638,96,940759
2311,41,63,ARG,6,CTG,5,2,232,1,198,1,8,1,5,33,KG,62532,0,66720,0,62532
2311,41,63,ARG,6,CTG,5,7,467,1,198,1,8,1,5,33,KG,145908,0,155680,0,145908
2311,41,63,ARG,41,TRB,5,7,607,1,198,1,8,1,5,33,KG,83376,0,88960,0,83376
2311,41,87,BEL,6,CTG,5,5,275,1,198,1,8,2,5,33,KG,21264,0,23359,0,21264
2311,41,87,BEL,19,SMR,5,4,434,1,198,1,8,1,5,33,KG,108960,0,121573,60,108960
2311,41,87,BEL,19,SMR,5,4,434,1,198,1,8,1,5,33,KG,764056,80,855191,39,764056
2311,41,87,BEL,41,TRB,5,1,741,1,198,1,8,1,5,33,KG,246855,0,272149,79,246855
2311,41,87,BEL,41,TRB,5,1,741,1,198,1,8,1,5,33,KG,1612329,42,1786801,19,1612329
2311,41,87,BEL,41,TRB,5,2,472,1,198,1,8,1,5,33,KG,46529,0,49853,0,46529
2311,41,87,BEL,41,TRB,5,2,472,1,198,1,8,1,5,33,KG,20088,0,21600,0,20088
2311,41,87,BEL,41,TRB,5,4,434,1,198,1,8,1,5,33,KG,218095,0,242311,81,218095
2311,41,87,BEL,41,TRB,5,4,434,1,198,1,8,1,5,33,KG,4033409,84,4363843,16,4033409
2311,41,87,BEL,41,TRB,5,4,464,1,198,1,8,1,5,33,KG,23848,0,25551,0,23848
2311,41,87,BEL,41,TRB,5,7,77,1,198,1,8,1,5,33,KG,14165257,0,14978597,94,14165257
2311,41,87,BEL,41,TRB,5,7,607,1,198,1,8,1,5,33,KG,25680,0,27515,0,25680
2311,41,87,BEL,41,TRB,5,7,607,1,198,1,8,1,5,33,KG,183020,0,200603,0,183020
2311,41,149,CAN,6,CTG,5,1,431,1,198,1,8,1,5,33,KG,21339,0,26045,0,21339
2311,41,149,CAN,6,CTG,5,4,434,1,198,1,8,1,5,33,KG,10670,0,13022,0,10670
2311,41,149,CAN,19,SMR,5,7,467,1,198,1,8,1,5,33,KG,16005,0,19533,0,16005
2311,41,149,CAN,41,TRB,5,7,467,1,198,1,8,1,5,33,KG,19278,0,21798,0,19278
2311,41,190,KOR,41,TRB,5,7,607,1,198,1,8,1,5,33,KG,145600,0,168000,0,145600
2311,41,196,CRI,41,TRB,5,1,741,1,198,1,8,1,5,11,U,5,0,0,49,0
2311,41,196,CRI,41,TRB,5,1,741,1,198,1,8,1,5,11,U,897,0,88,62,79
2311,41,196,CRI,41,TRB,5,1,741,1,198,1,8,1,5,11,U,402,0,39,72,35
2311,41,196,CRI,41,TRB,5,1,741,1,198,1,8,1,5,11,U,28,0,2,76,2
2311,41,196,CRI,41,TRB,5,1,741,1,198,1,8,1,5,11,U,19,0,1,37,1
2311,41,196,CRI,41,TRB,5,1,741,1,198,1,8,1,5,19,2U,287,0,28,35,25
2311,41,196,CRI,41,TRB,5,1,741,1,198,1,8,1,5,19,2U,48,0,4,74,4
2311,41,196,CRI,41,TRB,5,1,741,1,198,1,8,1,5,11,U,2,0,0,20,0
2311,41,196,CRI,41,TRB,5,1,741,1,198,1,8,1,5,11,U,2318,0,229,2,204
2311,41,196,CRI,41,TRB,5,1,741,1,199,1,8,2,5,11,U,1,0,0,60,0
2311,41,196,CRI,41,TRB,5,1,741,1,199,1,8,2,5,11,U,4,0,2,42,2
2311,41,196,CRI,41,TRB,5,1,741,1,199,1,8,2,5,11,U,1,0,0,60,0
2311,41,196,CRI,41,TRB,5,1,741,1,199,1,8,2,5,11,U,49,0,29,75,26
2311,41,196,CRI,41,TRB,5,1,741,1,199,1,8,2,5,11,U,173,0,105,6,93
2311,41,196,CRI,41,TRB,5,1,741,1,199,1,8,2,5,11,U,7,0,4,25,3
2311,41,196,CRI,41,TRB,5,1,741,1,199,1,8,2,5,11,U,33,0,20,4,17
2311,41,196,CRI,41,TRB,5,1,741,1,199,1,8,2,5,11,U,56,0,34,1,30
2311,41,196,CRI,41,TRB,5,1,741,1,199,1,8,2,5,11,U,4,0,2,42,2
2311,41,196,CRI,41,TRB,5,1,741,1,199,1,8,2,5,11,U,13,0,7,89,7
2311,41,196,CRI,41,TRB,5,1,741,1,199,1,8,2,5,11,U,18,0,4,85,4
2311,41,196,CRI,41,TRB,5,1,741,1,199,1,8,2,5,11,U,1,0,0,60,0
2311,41,196,CRI,41,TRB,5,4,434,1,198,1,8,1,5,11,U,29,0,37,71,35
2311,41,196,CRI,41,TRB,5,4,434,1,198,1,8,1,5,11,U,172,0,37,71,35
2311,41,196,CRI,41,TRB,5,4,434,1,198,1,8,1,5,11,U,13,0,37,71,35
2311,41,196,CRI,41,TRB,5,4,434,1,198,1,8,1,5,11,U,7,0,1,73,1
2311,41,196,CRI,41,TRB,5,4,434,1,198,1,8,1,5,11,U,73,0,37,71,35
2311,41,196,CRI,41,TRB,5,4,434,1,198,1,8,1,5,11,U,80,0,37,71,35
2311,41,196,CRI,41,TRB,5,4,434,1,198,1,8,1,5,11,U,74,0,37,71,35
2311,41,196,CRI,41,TRB,5,4,434,1,198,1,8,1,5,11,U,915,0,75,42,71
2311,41,196,CRI,41,TRB,5,4,434,1,198,1,8,1,5,11,U,15,0,1,23,1
2311,41,196,CRI,41,TRB,5,4,434,1,198,1,8,1,5,11,U,3,0,0,23,0
2311,41,196,CRI,41,TRB,5,4,434,1,198,1,8,1,5,11,U,607,0,37,71,35
2311,41,196,CRI,41,TRB,5,4,434,1,198,1,8,1,5,11,U,358,0,37,71,35
2311,41,196,CRI,41,TRB,5,4,434,1,198,1,8,1,5,11,U,19,0,37,71,35
2311,41,196,CRI,41,TRB,5,4,434,1,198,1,8,1,5,11,U,10,0,2,1,1
2311,41,196,CRI,41,TRB,5,4,434,1,198,1,8,1,5,11,U,153,0,77,16,73
2311,41,196,CRI,41,TRB,5,4,434,1,198,1,8,1,5,11,U,60,0,37,71,35
2311,41,196,CRI,41,TRB,5,4,434,1,198,1,8,1,5,19,2U,181,0,37,71,35
